-116|5.932900580123373
303|-218.56533018156665
501|529.7584153258044
-848|793.3129815368316
-578|-998.2759682623213
-320|750.5359458018731
393|-253.465090480389
-41|-182.4285366437075
-370|-651.1211297847741
-895|978.1570580752443
640|-566.7155767625106
-313|148.71655089901742
-495|-186.96071963601457
475|968.7397147615429
-242|-67.95855900195
-887|442.3192978957593
-371|-497.28804091802317
893|331.9793252389636
-280|-236.29349500008584
-12|908.3989810814282
932|-247.43477518349084
775|107.32741697718393
-272|-703.2165591462733
-992|-291.74588607912017
812|375.10568485736894
-721|849.9294394345739
-954|-540.5148645599849
-622|829.8260637584758
157|-654.0805661394644
-280|67.51555277214243
-741|779.9390508663009
319|814.5855358819458
191|-649.7514319747102
556|306.96005582107205
-63|409.8829191786492
522|917.7469433724291
32|245.89948877975007
-634|-283.8614533899189
625|-950.2341696422405
-896|-437.10972260803203
222|-925.9794134256239
370|627.0968504368727
94|-348.21152142793665
-213|-212.25720931654644
-256|-167.58591734875904
-618|-323.405987094064
369|596.5685381029464
786|357.2934278649084
-428|-421.0581540927458
97|-535.8401044046288
365|391.57707148695226
-766|-3.7080059305163786
-835|44.580573716475556
239|-419.1408844675293
-25|671.3126852749729
-669|114.34299257294083
247|219.68548715307293
-856|-975.6640225462507
842|-379.5969827047538
770|-673.09843897986
-656|-725.1939454439512
522|-613.3095399740471
195|693.0916125764029
-67|854.3744842892338
-902|-585.9588642558135
-351|-709.4387138550485
824|-661.5063524951006
-825|-959.2215967717956
-722|-431.1669371392517
-8|-237.54356950990018
-236|50.42321157429478
168|913.5695461390992
587|932.4360811000397
-903|-329.9470247434988
786|376.89778278094263
947|-27.75993804287191
880|-494.1847822573806
-374|-117.53173611562693
-64|-243.81251864819762
-750|-85.86796098286493
201|637.0179950296779
171|822.3676564204129
226|519.2207980380376
-128|945.7628455025092
51|-819.9547357880641
683|-304.2354713996996
581|437.4035924141333
333|986.0507018902988
147|-795.5183563867134
-669|-289.9582313119249
-123|-994.0865383805575
-711|71.25243549739093
-350|27.96758806777234
987|-367.21384966258097
-475|382.6709978289973
-382|-392.70282602185523
8|-949.3265172419588
934|-491.01828151151693
-957|356.273212892655
515|-217.99405482490306
-419|54.22288845736284
921|180.4869119126147
-39|754.2208706649253
-915|-620.1731571983312
-32|-409.3204358099167
-93|-456.3412159119788
-105|451.02255249868495
392|799.265190498777
346|575.9990843416088
-458|-806.4403136111629
-670|-708.1872508252278
-328|-875.3346194299163
798|750.674857067926
870|693.8297238797352
376|-59.17775973585026
-455|-159.5764945154108
-595|-387.9763226159964
755|458.3103845727769
433|965.0709035550724
896|-987.0584774445292
980|-738.1863222297802
773|-892.5994894774054
654|230.1025622649354
-461|-184.64790734389874
-883|-74.61652396663123
-921|972.7374441155134
709|311.58472583206844
-88|520.0329110491425
721|53.28732215114542
854|-893.9867832535731
-288|-821.5310968563917
863|499.7377841026678
-163|-212.70601140754582
512|-908.7801878497614
45|408.17846005020556
-225|-287.90463668819746
-259|-241.24487305002867
997|-347.5434533103048
-695|-893.9085527998958
585|987.2877498245969
553|492.5987752127726
-543|-245.62154900895678
-81|-650.847461842033
-91|318.2548489937128
486|-330.0395537950726
-957|553.3392257782041
893|749.4693619257589
284|306.2309168204297
-621|-968.9842106509215
-34|-176.82578725627377
-64|100.60152513856679
913|-461.90854177758763
30|134.26034168526553
508|553.7366382568171
181|-210.52084137523502
-724|-212.9889277974479
254|-333.1709255946962
-638|-957.1887327213475
-689|-553.2145542357291
983|82.82329177979136
888|-829.6929841278182
861|-252.1139888338795
-901|910.033931784207
-530|847.4833830876864
-490|-40.285982136424764
-383|-675.0556077747447
-198|636.432083575975
210|737.192433658088
849|225.665239486078
-242|260.978579396535
588|-768.8209075356873
445|498.12937093220694
950|684.2361220732159
760|411.70141614023237
340|651.9298989453766
33|-558.0652864458309
-574|-579.0176870764265
646|132.6253711455131
276|663.0957515003429
-725|-111.97477931622427
405|-735.7669932610022
77|-572.1540563236656
784|-190.61451635563253
903|-246.86321054619702
-97|-638.8120312962844
400|-579.3397235141113
344|496.1979916122734
145|444.957932820377
-911|657.8718860768449
-539|-970.900694724524
251|25.236133641000606
107|-778.6265239387626
-82|378.94670765982005
524|-193.47247202700908
-791|979.3718860086501
-330|610.9129287762985
410|628.1399619239089
999|291.6772732761542
233|-86.23803020056141
-566|-491.07317143108855
774|801.6061458743404
767|530.404767598442
-22|997.3708796431708
539|455.8540591854867
324|-115.72746858531025
561|406.325522966986
-182|-968.7440874466636
-39|-630.569989112673
-287|547.136306548874
855|-721.5346561455447
789|-293.70724181459696
354|-882.6732749348272
886|-436.8028493394405
795|676.0792616901335
655|-123.75904194734551
308|-511.02787652355744
-875|629.7937380450094
-464|-335.95608422404723
21|928.005379693963
965|-781.2720130572559
326|-338.9790231352639
-451|823.9196098794635
948|500.1269599119321
-727|-851.4030080486506
-117|-766.7955991586073
-951|-850.6520797108375
-236|213.11405969791895
-556|-399.4218500838766
333|-119.5733174913596
512|-373.52399902417517
867|423.3966123103196
477|978.2965295152198
69|319.6453550070953
-858|-984.5115736701806
511|-821.3409093788613
-475|102.02166069777854
-798|330.7378956750565
638|-940.1246192425255
861|-741.7112617680284
364|-903.86825808913
-962|-664.4612400344458
402|-316.75916580592104
629|-671.5811455776777
432|716.937024831225
-543|857.6551849479379
388|765.8048077252788
511|-923.6562605636209
-977|725.3568259385183
-838|-333.8556757894627
-687|853.7311053630328
-786|486.9825011886287
28|804.1497359321129
452|995.3564163207734
-410|45.73545002265723
-393|409.19439885089855
-400|-326.32289223959754
